Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Stainless Steel 316L,LPBF,single track,147.5,400,,50,95,,,,,,,0.3688,77631.58,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,100,,50,95,,,,,,,1.8,378947.37,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,130,,50,95,,,,,,,1.3846,291497.98,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,160,,50,95,,,,,,,1.125,236842.11,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,190,,50,95,,,,,,,0.9474,199445.98,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,220,,50,95,,,,,,,0.8182,172248.8,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,250,,50,95,,,,,,,0.72,151578.95,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,280,,50,95,,,,,,,0.6429,135338.35,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,310,,50,95,,,,,,,0.5806,122241.09,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,340,,50,95,,,,,,,0.5294,111455.11,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,370,,50,95,,,,,,,0.4865,102418.21,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,180.0,400,,50,95,,,,,,,0.45,94736.84,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,100,,50,95,,,,,,,2.125,447368.42,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,130,,50,95,,,,,,,1.6346,344129.55,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,160,,50,95,,,,,,,1.3281,279605.26,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,190,,50,95,,,,,,,1.1184,235457.06,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,220,,50,95,,,,,,,0.9659,203349.28,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,250,,50,95,,,,,,,0.85,178947.37,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,280,,50,95,,,,,,,0.7589,159774.44,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,310,,50,95,,,,,,,0.6855,144312.39,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,340,,50,95,,,,,,,0.625,131578.95,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,370,,50,95,,,,,,,0.5743,120910.38,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,212.5,400,,50,95,,,,,,,0.5312,111842.11,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,100,,50,95,,,,,,,2.45,515789.47,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,130,,50,95,,,,,,,1.8846,396761.13,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,160,,50,95,,,,,,,1.5312,322368.42,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,190,,50,95,,,,,,,1.2895,271468.14,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,220,,50,95,,,,,,,1.1136,234449.76,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,250,,50,95,,,,,,,0.98,206315.79,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,280,,50,95,,,,,,,0.875,184210.53,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,310,,50,95,,,,,,,0.7903,166383.7,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,340,,50,95,,,,,,,0.7206,151702.79,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,370,,50,95,,,,,,,0.6622,139402.56,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,245.0,400,,50,95,,,,,,,0.6125,128947.37,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,100,,50,95,,,,,,,2.775,584210.53,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,130,,50,95,,,,,,,2.1346,449392.71,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,160,,50,95,,,,,,,1.7344,365131.58,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,190,,50,95,,,,,,,1.4605,307479.22,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,220,,50,95,,,,,,,1.2614,265550.24,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,250,,50,95,,,,,,,1.11,233684.21,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,280,,50,95,,,,,,,0.9911,208646.62,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,310,,50,95,,,,,,,0.8952,188455.01,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,340,,50,95,,,,,,,0.8162,171826.63,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,370,,50,95,,,,,,,0.75,157894.74,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,277.5,400,,50,95,,,,,,,0.6937,146052.63,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,310.0,100,,50,95,,,,,,,3.1,652631.58,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,310.0,130,,50,95,,,,,,,2.3846,502024.29,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,310.0,160,,50,95,,,,,,,1.9375,407894.74,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,310.0,190,,50,95,,,,,,,1.6316,343490.3,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
Stainless Steel 316L,LPBF,single track,310.0,220,,50,95,,,,,,,1.4091,296650.72,7305,744.6,29.7,1673,0.34,,,,,,,,,,,,,,,10.4,16.5,69.5,1.27,2.02,19_supp,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: A correlation between in situ pyrometry and ex situ X-ray radiography - Supplementary Information,10.1016/j.addma.2020.101336
