Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,L_over_D,H_over_W,vaporization_ratio_eta,build_to_powder_ratio_percent,normalized_enthalpy_deltaH_over_hs,conduction_to_keyhole_transition_normalized_enthalpy_deltaH_over_hs,meltpool_aspect_ratio_width_to_depth,D_over_t,L_over_W,W_over_h,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",100,750,,0.03,,,31,98,,0.32,,,,,,,,,,,,0.13333333333333333,44,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",100,1000,,0.03,,,24,75,,0.31,,,,,,,,,,,,0.1,33,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",100,1200,,0.03,,,22,72,,0.3,,,,,,,,,,,,0.08333333333333333,27,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",150,500,,0.03,,,101,145,,0.7,,,,,,,,,,,,0.3,100,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",150,750,,0.03,,,72,135,,0.53,,,,,,,,,,,,0.2,66,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",150,1000,,0.03,,,53,116,,0.46,,,,,,,,,,,,0.15,50,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",150,1200,,0.03,,,49,108,,0.45,,,,,,,,,,,,0.125,41,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",195,500,,0.03,,,176,192,,0.91,,,,,,,,,,,,0.39,130,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",195,750,,0.03,,,110,160,,0.68,,,,,,,,,,,,0.26,86,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",195,1000,,0.03,,,80,130,,0.62,,,,,,,,,,,,0.195,65,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting (SLM) / DMLS (powder bed fusion),"Single-track deposits and bulk (multi-track, multi-layer) samples on EOS M270 Yb-fiber laser system",195,1200,,0.03,,,65,121,,0.53,,,,,,,,,,,,0.1625,54,,,,1873,,,,,,6.0,,,,,4.0,,,,,,,,,,2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,400,,0.03,0.0375,0.105,129.28,119.71,,1.08,,,,,,,,,,,,0.25,79.365079,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,400,,0.03,0.0375,0.105,305.71,144.29,,2.12,,,,,,,,,,,,0.5,158.730159,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,400,,0.03,0.0375,0.105,571.14,170.86,,3.34,,,,,,,,,,,,0.75,238.095238,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,400,,0.03,0.0375,0.105,749.71,190.57,,3.93,,,,,,,,,,,,1.0,317.460317,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,400,,0.03,0.0375,0.105,911.43,188.0,,4.85,,,,,,,,,,,,1.25,396.825397,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,400,,0.03,0.0375,0.105,1135.74,200.86,,5.65,,,,,,,,,,,,1.5,476.190476,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,500,,0.03,0.0375,0.105,98.86,109.71,,0.9,,,,,,,,,,,,0.2,63.492063,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,500,,0.03,0.0375,0.105,287.71,157.71,,1.77,,,,,,,,,,,,0.4,126.984127,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,500,,0.03,0.0375,0.105,469.43,159.14,,2.95,,,,,,,,,,,,0.6,190.47619,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,500,,0.03,0.0375,0.105,623.71,200.57,,3.11,,,,,,,,,,,,0.8,253.968254,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,500,,0.03,0.0375,0.105,885.86,182.0,,4.87,,,,,,,,,,,,1.0,317.460317,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,500,,0.03,0.0375,0.105,1045.06,198.0,,5.28,,,,,,,,,,,,1.2,380.952381,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,600,,0.03,0.0375,0.105,75.14,100.29,,0.75,,,,,,,,,,,,0.166667,52.910053,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,600,,0.03,0.0375,0.105,265.86,133.71,,1.99,,,,,,,,,,,,0.333333,105.820106,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,600,,0.03,0.0375,0.105,445.14,141.71,,3.14,,,,,,,,,,,,0.5,158.730159,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,600,,0.03,0.0375,0.105,532.57,182.57,,2.92,,,,,,,,,,,,0.666667,211.640212,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,600,,0.03,0.0375,0.105,799.29,163.71,,4.88,,,,,,,,,,,,0.833333,264.550265,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,600,,0.03,0.0375,0.105,895.29,179.71,,4.98,,,,,,,,,,,,1.0,317.460317,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,700,,0.03,0.0375,0.105,49.14,79.0,,0.622,,,,,,,,,,,,0.142857,45.351474,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,700,,0.03,0.0375,0.105,198.86,126.0,,1.58,,,,,,,,,,,,0.285714,90.702948,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,700,,0.03,0.0375,0.105,360.86,145.14,,2.49,,,,,,,,,,,,0.428571,136.054422,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,700,,0.03,0.0375,0.105,496.86,147.71,,3.36,,,,,,,,,,,,0.571429,181.405896,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,700,,0.03,0.0375,0.105,721.57,152.57,,4.73,,,,,,,,,,,,0.714286,226.75737,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,700,,0.03,0.0375,0.105,782.0,161.43,,4.84,,,,,,,,,,,,0.857143,272.108844,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,800,,0.03,0.0375,0.105,45.57,80.14,,0.59,,,,,,,,,,,,0.125,39.68254,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,800,,0.03,0.0375,0.105,128.43,141.43,,0.91,,,,,,,,,,,,0.25,79.365079,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,800,,0.03,0.0375,0.105,350.43,138.0,,2.54,,,,,,,,,,,,0.375,119.047619,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,800,,0.03,0.0375,0.105,454.57,147.14,,3.09,,,,,,,,,,,,0.5,158.730159,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,800,,0.03,0.0375,0.105,648.0,141.43,,4.58,,,,,,,,,,,,0.625,198.412698,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,800,,0.03,0.0375,0.105,681.0,153.71,,4.43,,,,,,,,,,,,0.75,238.095238,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,900,,0.03,0.0375,0.105,46.0,75.71,,0.61,,,,,,,,,,,,0.111111,35.273369,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,900,,0.03,0.0375,0.105,144.0,135.71,,1.06,,,,,,,,,,,,0.222222,70.546737,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,900,,0.03,0.0375,0.105,305.0,124.29,,2.45,,,,,,,,,,,,0.333333,105.820106,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,900,,0.03,0.0375,0.105,409.86,136.29,,3.01,,,,,,,,,,,,0.444444,141.093474,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,900,,0.03,0.0375,0.105,555.57,125.43,,4.43,,,,,,,,,,,,0.555556,176.366843,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,900,,0.03,0.0375,0.105,637.14,136.29,,4.68,,,,,,,,,,,,0.666667,211.640212,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,1000,,0.03,0.0375,0.105,46.14,72.71,,0.63,,,,,,,,,,,,0.1,31.746032,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,200,1000,,0.03,0.0375,0.105,97.86,129.33,,0.76,,,,,,,,,,,,0.2,63.492063,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,300,1000,,0.03,0.0375,0.105,227.71,120.29,,1.9,,,,,,,,,,,,0.3,95.238095,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,400,1000,,0.03,0.0375,0.105,356.86,123.14,,2.9,,,,,,,,,,,,0.4,126.984127,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,500,1000,,0.03,0.0375,0.105,444.43,138.86,,3.2,,,,,,,,,,,,0.5,158.730159,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,600,1000,,0.03,0.0375,0.105,335.14,225.71,,1.48,,,,,,,,,,,,0.6,190.47619,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scans with high-speed coaxial imaging and virtual sensing of melt-pool width/depth,100,1100,,0.03,0.0375,0.105,28.86,61.0,,0.47,,,,,,,,,,,,0.090909,28.860029,7269.0,710.0,31.1,1690.0,0.34,,,,,,,,,,,,,,,,,,,,file20,Research paper,10.1016/j.addma.2021.101923
