Material,Process,Sub-process,Power,Velocity,powder flowrate,layer thickness,beam D,Hatch spacing,depth of meltpool,width of melt pool,length of melt pool,d/w,l/w,D_over_t,H_over_W,L_over_D,PDAS_um_experiment_near_0_15,PDAS_um_predicted,PDAS_um_prediction_near_0_15,PDAS_um_prediction_site_D,PDAS_um_prediction_site_E,PDAS_um_prediction_site_F,PDAS_um_prediction_site_J,PDAS_um_reference_experiment,PDAS_um_site_D,PDAS_um_site_E,PDAS_um_site_F,PDAS_um_site_J,PRF_kHz,P_over_sqrtV_W_per_sqrt_mm_per_s,Pv_minus_half_W_mm_minus_1_2_s_1_2,W_over_h,absorptivity,alloy,approx_from_plot,beam_profile,beam_radius_um_reported,build_layer_height_um,build_to_powder_ratio_percent,cavity_minus_meltpool_depth_um,coating_height_um,conduction_to_transition_AR_boundary,conduction_to_transition_recoil_force_mN_approx,constant_Ax_um2,constant_Ax_um2_curves,constant_l_over_d,constant_l_over_d_curves,cooling_rate_K_per_s,critical_depression_width_top_um_for_spot_size,critical_power_density_threshold_MW_per_cm2,crossflow_direction,crossflow_m_per_s,data_origin,depression_and_absorptivity_source,depression_zone_depth_um,depression_zone_width_to_depth,depression_zone_width_um,depth_decrease_slope_um_per_mm,depth_note,depth_vs_height_trend,design,diameter_um_series,dimensionless_enthalpy_H_star,experimental_remelting_depth_um,factor_levels,fixed_parameters,front_wall_tilt_deg,geometry,geometry_basis,ied_J_per_cm2,intercellular_Al_at_percent,keyhole_recoil_force_mN_approx,laser_mode,laser_wavelength_nm,length_definition,length_to_depth,machine,material,melting_mode,melting_regime,meltpool_dimensions_source,meltpool_geometry_source,normalized_enthalpy_DeltaH_over_hs,note,noted_model_offset_um,numerical_steady_state_width_um,oxygen_ppm,partition_coefficient_kLPBF,point_distance_um,porosity_percent,powder_condition,powder_to_no_powder_depth_ratio,powder_to_no_powder_width_ratio,power_series_W_approx_from_plot,preheat_temperature_C,pressure_Pa,pressure_condition,pressure_kPa,pulse_duration_us,rear_wall_feature,reported_areal_energy_density_J_per_mm2,reported_aspect_ratio_D_over_Lh,reported_aspect_ratio_width_to_depth,reported_cross_section_area_um2,reported_meltpool_aspect_ratio_transition_value,reported_meltpool_ranges_um,reported_stable_speed_window_m_per_s,ripple_angle_deg_experimental_range,rosenthal_model_depth_um,rubenchik_model_depth_um,scan_pattern,scan_strategy,scan_strategy_rotation_deg,secondary_depression_depth_um,secondary_depression_offset_from_primary_um,secondary_depression_present,site_xprime_um,site_zprime_um,source,source_figure,specific_energy_density_J_per_mm2,stability_cmp_over_lmp,stability_regime,substrate_condition,surface_condition,table_unit_label,temperature_gradient_K_per_m,thermal_gradient_K_per_mm,top_boundary,track_location,transition_region_recoil_force_mN_range,transition_to_keyhole_AR_boundary,tuning_fork_ids_used,two_depth_to_width,type_II_depth_std_dev_um,type_II_depth_um,type_II_width_std_dev_um,type_II_width_um,type_I_depth_std_dev_um,type_I_depth_um,type_I_width_std_dev_um,type_I_width_um,value_basis,vapor_cavity_depth_um,vaporized_to_molten_volume_ratio_eta,velocity_series_mm_per_s,width_difference_percent,width_to_depth,E (J/mm),E (J/mm3),density,Cp,k,melting T,minimum absorptivity,Y (wt%),Zn (wt%),Mg (wt%),Si (wt%),Al (wt%),Sn (wt%),Zr (wt%),W (wt%),Ti (wt%),V (wt%),Co (wt%),Cu (wt%),Ta (wt%),Nb (wt%),Ni (wt.%),Cr (wt.%),Fe (wt.%),Mn (wt%),Mo (wt.%),paper ID,paper,Dois
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,342.5,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.223214,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,342.5,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.104839,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,342.5,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.007353,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,342.5,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.925676,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,342.5,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.85625,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.884615,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34375,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.973684,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.704545,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.339286,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.209677,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.102941,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.013514,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
,Laser Powder Bed Fusion (LPBF),Single-track scans with in situ pyrometry and ex situ X-ray radiography,375,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,Detecting keyhole pore defects and monitoring process signatures during laser powder bed fusion: a correlation between in situ pyrometry and ex situ X-ray radiography,
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),50,500,,30,,100,16,67,,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,33,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),50,750,,30,,100,12,50,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0667,22,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),50,1000,,30,,100,10,47,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,16,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),50,1200,,30,,100,5,45,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0417,13,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),100,500,,30,,100,45,118,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,66,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),100,750,,30,,100,32,98,,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1333,44,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),100,1000,,30,,100,24,75,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,33,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),100,1200,,30,,100,22,72,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0833,27,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),150,500,,30,,100,102,145,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,100,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),150,750,,30,,100,73,136,,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,66,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),150,1000,,30,,100,53,116,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.15,50,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),150,1200,,30,,100,50,108,,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.125,41,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),195,500,,30,,100,176,192,,0.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.39,130,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),195,750,,30,,100,110,161,,0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.26,86,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),195,1000,,30,,100,81,129,,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.195,65,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
Ti-6Al-4V,Selective Laser Melting,Powder-bed fusion (EOS M270 DMLS),195,1200,,30,,100,65,121,,0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1625,54,,,,1873,,,,,,6,,,,90,4,,,,,,,,,,2/file2,"Influence of processing parameters on the evolution of melt pool, porosity, and microstructures in Ti-6Al-4V alloy parts fabricated by selective laser melting",
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,100,400,,30,37.5,105,129.28,119.71,,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,200,400,,30,37.5,105,305.71,144.29,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,300,400,,30,37.5,105,571.14,170.86,,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,400,400,,30,37.5,105,749.71,190.57,,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,500,400,,30,37.5,105,911.43,188.0,,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,600,400,,30,37.5,105,1135.74,200.86,,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,100,500,,30,37.5,105,98.86,109.71,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
316L stainless steel,Laser Powder Bed Fusion (L-PBF),Single-layer strip scanning on 316L substrate using zig-zag scan vectors,200,500,,30,37.5,105,287.71,157.71,,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,7269,710,31.1,1690,0.34,,,,,,,,,,,,,,,,,,,,,A virtual sensing approach for monitoring melt-pool dimensions using high speed coaxial imaging during laser powder bed fusion of metals,10.1016/j.addma.2021.101923
